species_id	sample_id	sra_sr	sra_lr	Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Stats Total Sequence Length	Assembly Stats Total Number of Chromosomes	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Contig N50	Assembly Stats Number of Scaffolds	Annotation BUSCO Complete 	Annotation BUSCO Single Copy 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Missing 	Annotation BUSCO Lineage 	Assembly Sequencing Tech	Assembly Submitter	Assembly BioProject Accession	Assembly BioSample Accession	Annotation Count Gene Total	Organism	SRA Accession	GenBank Chromosome Accession	GenBank Plasmid Accession	Molecule Length	Assembly Method
ecol	SAMN39992792	SRR28012664	SRR28036841	GCA_038396305.1	ASM3839630v1	Escherichia coli		KTa005					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5049597	11	Complete Genome	2024-04-19		4607503	11							Illumina NovaSeq; Oxford Nanopore MinION	Department of environmental engineering, Kyoto University	PRJNA1078256	SAMN39992792	5000	Escherichia coli	SRS20496064; ILLUMINA:SRR28012664; OXFORD_NANOPORE:SRR28036841	CP147084.1	CP147094.1; CP147093.1; CP147092.1; CP147091.1; CP147090.1; CP147089.1; CP147088.1; CP147087.1; CP147086.1; CP147085.1	CP147094.1:2175; CP147093.1:3062; CP147092.1:3363; CP147091.1:4270; CP147090.1:31974; CP147089.1:47871; CP147088.1:48469; CP147087.1:64398; CP147086.1:74443; CP147085.1:162069; CP147084.1:4607503	Unicycler v. 0.5.0
ecol	SAMN17214838	SRR13358230	SRR13358225	GCA_017639145.1	ASM1763914v1	Escherichia coli		ABW_A32					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4805372	4	Complete Genome	2021-03-30		4602727	4							Illumina MiniSeq, Oxford Nanopore MinIon	University of Zurich	PRJNA689691	SAMN17214838	4647	Escherichia coli	SRS7969847; ILLUMINA:SRR13358230; OXFORD_NANOPORE:SRR13358225	CP067303.1	CP067306.1; CP067305.1; CP067304.1	CP067306.1:3849; CP067305.1:72418; CP067304.1:126378; CP067303.1:4602727	Unicycler v. 0.4.8
ecol	SAMD00515065	DRR396385	DRR396384	GCA_025999655.1	ASM2599965v1	Escherichia coli		EC20-C72-1					Annotation submitted by Hiroshima University	4942769	4	Complete Genome	2022-10-29		4599111	4							Illumina iseq; Nanopore MinION	Hiroshima University	PRJDB11927	SAMD00515065	4775	Escherichia coli	DRS247482; OXFORD_NANOPORE:DRR396384; ILLUMINA:DRR396385	AP026961.1	AP026964.1; AP026963.1; AP026962.1	AP026964.1:2367; AP026963.1:87025; AP026962.1:254266; AP026961.1:4599111	Unicycler v. 0.5.0
ecol	SAMN13756204	SRR10896391	SRR10896392	GCA_009905115.1	ASM990511v1	Escherichia coli		2EC1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4868589	5	Complete Genome	2020-01-19		4561168	5							Oxford Nanopore MiniION; Illumina NovaSeq	Temasek Life Sciences Laboratory Limited	PRJNA599529	SAMN13756204	4733	Escherichia coli	SRS6001895; OXFORD_NANOPORE:SRR10896392; ILLUMINA:SRR10896391	CP047571.1	CP047575.1; CP047574.1; CP047573.1; CP047572.1	CP047575.1:2312; CP047574.1:64451; CP047573.1:113013; CP047572.1:127645; CP047571.1:4561168	Unicycler v. v0.4.8
ecol	SAMN37709341	SRR26305304	SRR26305305	GCA_033395675.1	ASM3339567v1	Escherichia coli					FELIX_MS533		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4731031	4	Complete Genome	2023-11-07		4486962	4							Illumina MiSeq, Oxford Nanopore MiniION	Lawrence Berkeley National Laboratory	PRJNA607328	SAMN37709341	4681	Escherichia coli	SRS19087293; OXFORD_NANOPORE:SRR26305305; ILLUMINA:SRR26305304	CP137696.1	CP137699.1; CP137698.1; CP137697.1	CP137699.1:3327; CP137698.1:111928; CP137697.1:128814; CP137696.1:4486962	Unicycler v. v0.4.8
ecol	SAMN36938187	SRR25603929	SRR25689478	GCA_030908745.1	ASM3090874v1	Escherichia coli O157:H7		PNUSAE146743					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5551506	2	Complete Genome	2023-08-27		5458769	2							Illumina MiSeq; Oxford Nanopore GridION	Utah Public Health Laboratory Infectious Disease submission group	PRJNA812595	SAMN36938187	5547	Escherichia coli O157:H7	SRS18577088; ILLUMINA:SRR25603929; OXFORD_NANOPORE:SRR25689478	CP133128.1	CP133129.1	CP133129.1:92737; CP133128.1:5458769	Unicycler v. 0.5.0
ecol	SAMN36984457	SRR25635028	SRR26382618	GCA_031675355.2	ASM3167535v2	Escherichia coli O157:H7		PNUSAE147325					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5551446	2	Complete Genome	2023-10-23		5458711	2							Oxford Nanopore GridION; Illumina MiSeq	Utah Public Health Laboratory Infectious Disease submission group	PRJNA812595	SAMN36984457	5546	Escherichia coli O157:H7	SRS18606271; ILLUMINA:SRR25635028; OXFORD_NANOPORE:SRR26382618	CP136755.1	CP136756.1	CP136756.1:92735; CP136755.1:5458711	Unicycler v. 0.5.0
ecol	SAMN08768105	SRR7896257	SRR7896264	GCA_005037735.2	ASM503773v2	Escherichia coli O157:H7		FWSEC0004					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5505679	3	Complete Genome	2019-05-03		5406250	3							Illumina MiSeq;Oxford Nanopore MinION	Food and Water Safety Consortium	PRJNA287560	SAMN08768105	5857	Escherichia coli O157:H7	SRS3815836; OXFORD_NANOPORE:SRR7896264; ILLUMINA:SRR7896257	CP031913.1	CP031915.1; CP031914.1	CP031915.1:6675; CP031914.1:92754; CP031913.1:5406250	Unicycler;Canu v. 0.4.4.0;1.7
ecol	SAMN08768102	SRR7896252	SRR7896263	GCA_005037725.2	ASM503772v2	Escherichia coli O26:H11		FWSEC0001					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5803315	4	Complete Genome	2019-05-03		5697154	4							Illumina MiSeq;Oxford Nanopore MinION	Food and Water Safety Consortium	PRJNA287560	SAMN08768102	6330	Escherichia coli O26:H11	SRS3815837; OXFORD_NANOPORE:SRR7896263; ILLUMINA:SRR7896252	CP031922.1	CP031925.1; CP031924.1; CP031923.1	CP031925.1:4148; CP031924.1:6715; CP031923.1:95298; CP031922.1:5697154	Unicycler;Canu v. 0.4.4.0;1.7
ecol	SAMN08768110	SRR7896258	SRR7896261	GCA_005014075.1	ASM501407v1	Escherichia coli O104:H4		FWSEC0009					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5442997	4	Complete Genome	2019-05-01		5277234	4							Illumina MiSeq;Oxford Nanopore MinION	Food and Water Safety Consortium	PRJNA287560	SAMN08768110	5780	Escherichia coli O104:H4	SRS3815839; OXFORD_NANOPORE:SRR7896261; ILLUMINA:SRR7896258	CP031902.1	CP031905.1; CP031904.1; CP031903.1	CP031905.1:1549; CP031904.1:75669; CP031903.1:88545; CP031902.1:5277234	Unicycler;Canu v. 0.4.4.0;1.7
ecol	SAMN08768103	SRR7896251	SRR7896262	GCA_005037815.2	ASM503781v2	Escherichia coli O145:NM		FWSEC0002					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5790057	3	Complete Genome	2019-05-03		5695528	3							Illumina MiSeq;Oxford Nanopore MinION	Food and Water Safety Consortium	PRJNA287560	SAMN08768103	6188	Escherichia coli O145:NM	SRS3815838; OXFORD_NANOPORE:SRR7896262; ILLUMINA:SRR7896251	CP031919.1	CP031921.1; CP031920.1	CP031921.1:2031; CP031920.1:92498; CP031919.1:5695528	Unicycler;Canu v. 0.4.4.0;1.7
ecol	SAMN08768104	SRR7896250	SRR7896265	GCA_005037845.2	ASM503784v2	Escherichia coli O45:H2		FWSEC0003					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5680623	3	Complete Genome	2019-05-03		5532455	3							Illumina MiSeq;Oxford Nanopore MinION	Food and Water Safety Consortium	PRJNA287560	SAMN08768104	6151	Escherichia coli O45:H2	SRS3815834; OXFORD_NANOPORE:SRR7896265; ILLUMINA:SRR7896250	CP031916.1	CP031918.1; CP031917.1	CP031918.1:52940; CP031917.1:95228; CP031916.1:5532455	Unicycler;Canu v. 0.4.4.0;1.7
ecol	SAMN01112701	SRR27967417	SRR27967420	GCA_036923325.1	STEC27	Escherichia coli PA2		PA2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5505582	2	Complete Genome	2024-02-29		5412736	2							Oxford Nanopore GridION; Illumina MiSeq	ORS/DM/MMSB, Food and Drug Administration-College Park	PRJNA680392	SAMN01112701	5486		SRS355621; ILLUMINA:SRR537191; OXFORD_NANOPORE:SRR27967420; ILLUMINA:SRR27967417	CP145944.1	CP145945.1	CP145945.1:92846; CP145944.1:5412736	Unicycler v. v0.4.8
ecol	SAMN08768107	SRR7896255	SRR7896266	GCA_005037715.2	ASM503771v2	Escherichia coli O121:H19		FWSEC0006					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5479551	2	Complete Genome	2019-05-03		5398870	2							Illumina MiSeq;Oxford Nanopore MinION	Food and Water Safety Consortium	PRJNA287560	SAMN08768107	5829	Escherichia coli O121:H19	SRS3815835; OXFORD_NANOPORE:SRR7896266; ILLUMINA:SRR7896255	CP031910.1	CP031911.1	CP031911.1:80681; CP031910.1:5398870	Unicycler;Canu v. 0.4.4.0;1.7
ecol	SAMN08768108	SRR7896254	SRR7896269	GCA_005037795.2	ASM503779v2	Escherichia coli O103:H2		FWSEC0007					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5470829	2	Complete Genome	2019-05-03		5397605	2							Illumina MiSeq;Oxford Nanopore MinION	Food and Water Safety Consortium	PRJNA287560	SAMN08768108	5863	Escherichia coli O103:H2	SRS3815831; OXFORD_NANOPORE:SRR7896269; ILLUMINA:SRR7896254	CP031908.1	CP031909.1	CP031909.1:73224; CP031908.1:5397605	Unicycler;Canu v. 0.4.4.0;1.7
ecol	SAMN01112590	SRR27967416	SRR27967419	GCA_036923505.1	STEC28	Escherichia coli PA11		PA11					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5476635	2	Complete Genome	2024-02-29		5382593	2							Oxford Nanopore GridION; Illumina MiSeq	ORS/DM/MMSB, Food and Drug Administration-College Park	PRJNA680392	SAMN01112590	5442		SRS355510; ILLUMINA:SRR537043; OXFORD_NANOPORE:SRR27967419; ILLUMINA:SRR27967416	CP145942.1	CP145943.1	CP145943.1:94042; CP145942.1:5382593	Unicycler v. v0.4.8
ecol	SAMN08768109	SRR7896259	SRR7896268	GCA_005037775.2	ASM503777v2	Escherichia coli O91:H21		FWSEC0008					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5093580	2	Complete Genome	2019-05-03		4972544	2							Illumina MiSeq;Oxford Nanopore MinION	Food and Water Safety Consortium	PRJNA287560	SAMN08768109	5327	Escherichia coli O91:H21	SRS3815833; OXFORD_NANOPORE:SRR7896268; ILLUMINA:SRR7896259	CP031906.1	CP031907.1	CP031907.1:121036; CP031906.1:4972544	Unicycler;Canu v. 0.4.4.0;1.7
ecol	SAMN19011647	SRR14750047	SRR14804996	GCA_018986795.1	ASM1898679v1	Escherichia coli O158:H23		OLC-1685					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5191720	5	Complete Genome	2021-06-22		4967135	5							Illumina MiSeq/NextSeq and Oxford Nanopore MinION	Health Canada	PRJNA735700	SAMN19011647	5047	Escherichia coli O158:H23	SRS9149410; ILLUMINA:SRR14750047; OXFORD_NANOPORE:SRR14804996	CP076709.1	CP076713.1; CP076712.1; CP076711.1; CP076710.1	CP076713.1:2097; CP076712.1:66958; CP076711.1:69043; CP076710.1:86487; CP076709.1:4967135	Unicycler (normal mode) using PE Illumina reads and filtered (>10k) ONT reads (Filtlong v0.2.0); contigs >2k v. v0.4.8
ecol	SAMN08768111	SRR7896248	SRR7896260	GCA_005014055.1	ASM501405v1	Escherichia coli O113:H21		FWSEC0010					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5131000	4	Complete Genome	2019-05-01		4955402	4							Illumina MiSeq;Oxford Nanopore MinION	Food and Water Safety Consortium	PRJNA287560	SAMN08768111	5370	Escherichia coli O113:H21	SRS3815840; OXFORD_NANOPORE:SRR7896260; ILLUMINA:SRR7896248	CP031898.1	CP031901.1; CP031900.1; CP031899.1	CP031901.1:7117; CP031900.1:7769; CP031899.1:160712; CP031898.1:4955402	Unicycler;Canu v. 0.4.4.0;1.7
ecol	SAMN19011646	SRR14750046	SRR14804997	GCA_018986815.1	ASM1898681v1	Escherichia coli O170:H18		OLC-1056					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5041163	3	Complete Genome	2021-06-22		4863942	3							Illumina MiSeq/NextSeq and Oxford Nanopore MinION	Health Canada	PRJNA735700	SAMN19011646	4926	Escherichia coli O170:H18	SRS9149411; ILLUMINA:SRR14750046; OXFORD_NANOPORE:SRR14804997	CP076706.1	CP076708.1; CP076707.1	CP076708.1:48944; CP076707.1:128277; CP076706.1:4863942	Unicycler (normal mode) using PE Illumina reads and filtered (>10k) ONT reads (Filtlong v0.2.0); contigs >2k v. v0.4.8
ecol	SAMN19011645	SRR14750050	SRR14804998	GCA_018986835.1	ASM1898683v1	Escherichia coli O8:H28		BMH-17-0027					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4917512	2	Complete Genome	2021-06-22		4799802	2							Illumina MiSeq/NextSeq and Oxford Nanopore MinION	Health Canada	PRJNA735700	SAMN19011645	4755	Escherichia coli O8:H28	SRS9149408; ILLUMINA:SRR14750050; OXFORD_NANOPORE:SRR14804998	CP076704.1	CP076705.1	CP076705.1:117710; CP076704.1:4799802	Unicycler (normal mode) using PE Illumina reads and filtered (>10k) ONT reads (Filtlong v0.2.0); contigs >2k v. v0.4.8
ecol	SAMN12603263	SRR10013883	SRR10013759	GCA_008124285.1	ASM812428v1	Escherichia coli O16:H48		PG20180060					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4733068	2	Complete Genome	2019-08-29		4668071	2							Illumina MiSeq and Nanopore	National Microbiology Laboratory at Guelph	PRJNA560883	SAMN12603263	4649	Escherichia coli O16:H48	SRS5301910; OXFORD_NANOPORE:SRR10013759; ILLUMINA:SRR10013883	CP043199.1	CP043200.1	CP043200.1:64997; CP043199.1:4668071	Unicycler v. 0.4.3
ecol	SAMN12603271	SRR10013873	SRR10013745	GCA_008124125.1	ASM812412v1	Escherichia coli O16:H48		PG20180172					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4699880	2	Complete Genome	2019-08-29		4656755	2							Illumina MiSeq and Nanopore	National Microbiology Laboratory at Guelph	PRJNA560883	SAMN12603271	4596	Escherichia coli O16:H48	SRS5301924; OXFORD_NANOPORE:SRR10013745; ILLUMINA:SRR10013873	CP043183.1	CP043184.1	CP043184.1:43125; CP043183.1:4656755	Unicycler v. 0.4.3
ecol	SAMN12603261	SRR10013890	SRR10013751	GCA_008124325.1	ASM812432v1	Escherichia coli O16:H48		PG20180058					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4721168	2	Complete Genome	2019-08-29		4656753	2							Illumina MiSeq and Nanopore	National Microbiology Laboratory at Guelph	PRJNA560883	SAMN12603261	4627	Escherichia coli O16:H48	SRS5301918; OXFORD_NANOPORE:SRR10013751; ILLUMINA:SRR10013890	CP043203.1	CP043204.1	CP043204.1:64415; CP043203.1:4656753	Unicycler v. 0.4.3
ecol	SAMN12603269	SRR10013871	SRR10013753	GCA_008124145.1	ASM812414v1	Escherichia coli O16:H48		PG20180170					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4699346	2	Complete Genome	2019-08-29		4656750	2							Illumina MiSeq and Nanopore	National Microbiology Laboratory at Guelph	PRJNA560883	SAMN12603269	4594	Escherichia coli O16:H48	SRS5301916; OXFORD_NANOPORE:SRR10013753; ILLUMINA:SRR10013871	CP043187.1	CP043188.1	CP043188.1:42596; CP043187.1:4656750	Unicycler v. 0.4.3
ecol	SAMN12603262	SRR10013891	SRR10013752	GCA_008124265.1	ASM812426v1	Escherichia coli O16:H48		PG20180059					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4721143	2	Complete Genome	2019-08-29		4656146	2							Illumina MiSeq and Nanopore	National Microbiology Laboratory at Guelph	PRJNA560883	SAMN12603262	4627	Escherichia coli O16:H48	SRS5301917; OXFORD_NANOPORE:SRR10013752; ILLUMINA:SRR10013891	CP043201.1	CP043202.1	CP043202.1:64997; CP043201.1:4656146	Unicycler v. 0.4.3
ecol	SAMN12603257	SRR10013880	SRR10013758	GCA_008124385.1	ASM812438v1	Escherichia coli O16:H48		PG20180050					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4680310	2	Complete Genome	2019-08-29		4615313	2							Illumina MiSeq and Nanopore	National Microbiology Laboratory at Guelph	PRJNA560883	SAMN12603257	4589	Escherichia coli O16:H48	SRS5301911; OXFORD_NANOPORE:SRR10013758; ILLUMINA:SRR10013880	CP043211.1	CP043212.1	CP043212.1:64997; CP043211.1:4615313	Unicycler v. 0.4.3
ecol	SAMN12603270	SRR10013872	SRR10013754	GCA_008124105.1	ASM812410v1	Escherichia coli O16:H48		PG20180171					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4636437	2	Complete Genome	2019-08-29		4593846	2							Illumina MiSeq and Nanopore	National Microbiology Laboratory at Guelph	PRJNA560883	SAMN12603270	4519	Escherichia coli O16:H48	SRS5301915; OXFORD_NANOPORE:SRR10013754; ILLUMINA:SRR10013872	CP043185.1	CP043186.1	CP043186.1:42591; CP043185.1:4593846	Unicycler v. 0.4.3
kpne	SAMN06112188	SRR6307304	SRR6266392	GCA_002813595.1	ASM281359v1	Klebsiella pneumoniae		SGH10					Annotation submitted by University of Melbourne	5716697	2	Complete Genome	2017-12-07		5485114	2							Illumina MiniSeq; Illumina MiSeq; Nanopore Technologies MinION R9.X	University of Melbourne	PRJNA391004	SAMN06112188	5492	Klebsiella pneumoniae	SRS1840501; ILLUMINA:SRR5082357; OXFORD_NANOPORE:SRR6266394; OXFORD_NANOPORE:SRR6266393; OXFORD_NANOPORE:SRR6266392; ILLUMINA:SRR6307304	CP025080.1	CP025081.1	CP025081.1:231583; CP025080.1:5485114	SPAdes v. v3.11.1; Unicycler v. v0.4.4-beta
kpne	SAMN12228410	SRR10176980	SRR10176979	GCA_008728695.1	ASM872869v1	Klebsiella pneumoniae		KP58					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5920915	6	Complete Genome	2019-09-30		5483867	6							Oxford Nanopore GridION; Illumina NextSeq	Sir Run Run Shaw Hospital, School of Medicine, Zhejiang University	PRJNA553055	SAMN12228410	6034	Klebsiella pneumoniae	SRS5430621; ILLUMINA:SRR10176980; OXFORD_NANOPORE:SRR10176979	CP041373.1	CP041378.1; CP041377.1; CP041376.1; CP041375.1; CP041374.1	CP041378.1:5596; CP041377.1:11970; CP041376.1:87095; CP041375.1:134972; CP041374.1:197415; CP041373.1:5483867	Unicycler v. 0.4.7
kpne	SAMN10249009	SRR10094542	SRR15271129	GCA_003937135.2	ASM393713v2	Klebsiella pneumoniae		KP_160					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5929010	5	Complete Genome	2021-07-20		5429598	5							Illumina NextSeq; Oxford Nanopore MinION	Washington University in St. Louis School of Medicine	PRJNA497126	SAMN10249009	5792	Klebsiella pneumoniae	SRS5369311; ILLUMINA:SRR10094542; OXFORD_NANOPORE:SRR15271129	CP078033.1	CP078037.1; CP078036.1; CP078035.1; CP078034.1	CP078037.1:6141; CP078036.1:69836; CP078035.1:103816; CP078034.1:319619; CP078033.1:5429598	Unicycler v. v0.4.7
kpne	SAMN17815182	SRR13643256	SRR21547802	GCA_025398435.1	ASM2539843v1	Klebsiella pneumoniae		2021CK-00608					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5743018	3	Complete Genome	2022-09-25		5420550	3							Oxford Nanopore GridION; Illumina MiSeq	Utah Public Health Laboratory Infectious Disease submission group	PRJNA812595	SAMN17815182	5643	Klebsiella pneumoniae	SRS8206012; ILLUMINA:SRR13643256; OXFORD_NANOPORE:SRR21547802	CP104678.1	CP104680.1; CP104679.1	CP104680.1:112409; CP104679.1:210059; CP104678.1:5420550	Unicycler v. 0.5.0
kpne	SAMN32093417	SRR22564892	SRR23387321	GCA_028622755.1	ASM2862275v1	Klebsiella pneumoniae		2022CK-00752					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5917867	4	Complete Genome	2023-02-15		5419391	4							Illumina MiSeq; Oxford Nanopore GridION	Utah Public Health Laboratory Infectious Disease submission group	PRJNA812595	SAMN32093417	5827	Klebsiella pneumoniae	SRS15992831; ILLUMINA:SRR22564892; OXFORD_NANOPORE:SRR23387321	CP117745.1	CP117748.1; CP117747.1; CP117746.1	CP117748.1:4167; CP117747.1:112868; CP117746.1:381441; CP117745.1:5419391	Unicycler v. 0.5.0
kpne	SAMN19589280	SRR18934830	SRR18934831	GCA_024081805.1	ASM2408180v1	Klebsiella pneumoniae		PM27					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5670661	3	Complete Genome	2022-06-30		5415765	3							Illumina NextSeq; Nanopore MinION	City University of Hong Kong	PRJNA735573	SAMN19589280	5484	Klebsiella pneumoniae	SRS12761045; OXFORD_NANOPORE:SRR18934831; ILLUMINA:SRR18934830	CP076453.1	CP076455.1; CP076454.1	CP076455.1:92566; CP076454.1:162330; CP076453.1:5415765	Unicycler v. v0.4.8
kpne	SAMN32733973	SRR23080399	SRR23387322	GCA_028622155.1	ASM2862215v1	Klebsiella pneumoniae		2022CK-00768					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5909396	5	Complete Genome	2023-02-15		5411190	5							Oxford Nanopore GridION; Illumina MiSeq	Utah Public Health Laboratory Infectious Disease submission group	PRJNA812595	SAMN32733973	5822	Klebsiella pneumoniae	SRS16451690; ILLUMINA:SRR23080399; OXFORD_NANOPORE:SRR23387322	CP117740.1	CP117744.1; CP117743.1; CP117742.1; CP117741.1	CP117744.1:4167; CP117743.1:39711; CP117742.1:112868; CP117741.1:341460; CP117740.1:5411190	Unicycler v. 0.5.0
kpne	SAMN11054834	SRR8668707	SRR8668708	GCA_004924315.1	ASM492431v1	Klebsiella pneumoniae		ST23					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5741563	3	Complete Genome	2019-04-30		5393085	3							Illumina MiSeq; Oxford Nanopore MiniION	Centers for Disease Control and Prevention. Division of Healthcare Quality Promotion	PRJNA288601	SAMN11054834	5685	Klebsiella pneumoniae	SRS4438587; OXFORD_NANOPORE:SRR8668708; ILLUMINA:SRR8668707	CP037742.1	CP037744.1; CP037743.1	CP037744.1:121239; CP037743.1:227239; CP037742.1:5393085	Unicycler v. v0.4.4
kpne	SAMN39595402	SRR27710328	SRR28375007	GCA_037890715.1	ASM3789071v1	Klebsiella pneumoniae		2024CK-00065					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5705106	6	Complete Genome	2024-03-28		5385533	6							Oxford Nanopore GridION; Illumina MiSeq	Utah Public Health Laboratory, Utah Public Health Laboratory Infectious Disease submission group	PRJNA812595	SAMN39595402	5563	Klebsiella pneumoniae	SRS20238706; ILLUMINA:SRR27710328; OXFORD_NANOPORE:SRR28375007	CP149579.1	CP149584.1; CP149583.1; CP149582.1; CP149581.1; CP149580.1	CP149584.1:9294; CP149583.1:52303; CP149582.1:53834; CP149581.1:91733; CP149580.1:112409; CP149579.1:5385533	Unicycler v. 0.5.0
kpne	SAMN24523856	SRR17383790	SRR21504736	GCA_025259665.1	ASM2525966v1	Klebsiella pneumoniae		2021CK-01815					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5556516	4	Complete Genome	2022-09-19		5383173	4							Illumina MiSeq; Oxford Nanopore GridION	Utah Public Health Laboratory Infectious Disease submission group	PRJNA812595	SAMN24523856	5376	Klebsiella pneumoniae	SRS11450823; ILLUMINA:SRR17383790; OXFORD_NANOPORE:SRR21504736	CP104373.1	CP104376.1; CP104375.1; CP104374.1	CP104376.1:9294; CP104375.1:51640; CP104374.1:112409; CP104373.1:5383173	Unicycler v. 0.5.0
kpne	SAMN24145033	SRR17250566	SRR21547800	GCA_025398355.1	ASM2539835v1	Klebsiella pneumoniae		2021CK-01729					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5693753	5	Complete Genome	2022-09-25		5381566	5							Oxford Nanopore GridION; Illumina MiSeq	Utah Public Health Laboratory Infectious Disease submission group	PRJNA812595	SAMN24145033	5520	Klebsiella pneumoniae	SRS11330494; ILLUMINA:SRR17250566; OXFORD_NANOPORE:SRR21547800	CP104660.1	CP104664.1; CP104663.1; CP104662.1; CP104661.1	CP104664.1:1302; CP104663.1:9294; CP104662.1:115456; CP104661.1:186135; CP104660.1:5381566	Unicycler v. 0.5.0
kpne	SAMN28404993	SRR19213036	SRR19213035	GCA_023538935.1	ASM2353893v1	Klebsiella pneumoniae		K165-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5662330	4	Complete Genome	2022-05-24		5369141	4							Oxford Nanopore; Illumina NextSeq	Centro Nacional de Biotecnologia-CSIC	PRJNA838107	SAMN28404993	5541	Klebsiella pneumoniae	SRS13006223; ILLUMINA:SRR19213036; OXFORD_NANOPORE:SRR19213035	CP097411.1	CP097414.1; CP097413.1; CP097412.1	CP097414.1:3991; CP097413.1:65300; CP097412.1:223898; CP097411.1:5369141	Unicycler v. 0.4.9
