species_id	sample_id	long_reads	short_reads	long_read_type	Isolate	Assembly Accession	Animal or WwTW	Isolate source information	Timepoint	Niche	Niche.2	Location	Genus	Species	ST assignment	Circularised plasmids	Number of contigs	Circularised chromosome (1=yes)	Total genome size (bp)	Chromosome GC (if known)	Phylogroup (E. coli only)	Alternative isolate name
cfre	SAMN15148754	SRR12299055	SRR11949013	Nanopore	WTP3|T3-00968	GCA_013724985.1	WTP	Freshwater sample from upstream of wastewater treatment work	3	WTP3	Upstream	WTP3	Citrobacter	Citrobacter freundii	NA	2	3	1	4779902	52.6	NA	RHBSTW-00968
ecol	SAMN15148299	SRR12298651	SRR11949204	Nanopore	RH10|T3-C01	GCA_013822575.1	Animal	Pooled cattle faecal samples collected from floor of farm	3	Cattle	Faeces	RH10	Escherichia	Escherichia coli	1415	4	5	1	5036733	51	A	RHB31-C01
ecol	SAMN15148063	SRR12299078	SRR11948996	Nanopore	RH15|T1-C18	GCA_014105755.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH15	Escherichia	Escherichia coli	1665	3	9	0	5277916	NA	B1	RHB10-C18
ecol	SAMN15148190	SRR12298466	SRR11948635	Nanopore	RH06|T2-C06	GCA_013888815.1	Animal	Pooled cattle faecal samples collected from floor of farm	2	Cattle	Faeces	RH06	Escherichia	Escherichia coli	NA	2	3	1	5032166	50.7	B2	RHB21-C06
ecol	SAMN15148339	SRR12299156	SRR11948940	Nanopore	RH03|T3-C08	GCA_013818685.1	Animal	Pooled pig faecal samples collected from floor of farm	3	Pig	Faeces	RH03	Escherichia	Escherichia coli	58	0	1	1	4741744	50.8	B1	RHB34-C08
cxxx	SAMN15148686	SRR12298678	SRR11948629	Nanopore	WTP2|T2-00696	GCA_013733095.1	WTP	Wastewater effluent sample	2	WTP2	Effluent	WTP2	Citrobacter	Citrobacter sp.	NA	6	7	1	5784118	51.9	NA	RHBSTW-00696
ecol	SAMN15147948	SRR12298764	SRR11949063	PacBio	RH11|T1-C04	GCA_014109665.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH11	Escherichia	Escherichia coli	2144	7	8	1	5010075	50.8	B1	RHB01-C04
ecol	SAMN15148058	SRR12299083	SRR11948835	PacBio	RH15|T1-C08	GCA_014105765.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH15	Escherichia	Escherichia coli	1629	4	13	0	5727344	NA	E	RHB10-C08
cfre	SAMN15148363	SRR12299105	SRR11949373	Nanopore	RH07|T3-C06	GCA_013815045.1	Animal	Pooled cattle faecal samples collected from floor of farm	3	Cattle	Faeces	RH07	Citrobacter	Citrobacter freundii	NA	0	1	1	5042664	52.6	NA	RHB36-C06
ecol	SAMN15148036	SRR12298978	SRR11949432	PacBio	RH06|T1-C14	GCA_014105865.1	Animal	Pooled cattle faecal samples collected from floor of farm	1	Cattle	Faeces	RH06	Escherichia	Escherichia coli	1101	3	74	0	5670261	NA	A	RHB08-C14
cxxx	SAMN15148646	SRR12298723	SRR11948920	Nanopore	WTP1|T2-00524	GCA_013747755.1	WTP	Wastewater effluent sample	2	WTP1	Effluent	WTP1	Citrobacter	Citrobacter sp.	NA	3	4	1	5414996	52	NA	RHBSTW-00524
efer	SAMN15148153	SRR12298555	SRR11949286	Nanopore	RH13|T2-C08	GCA_013928365.1	Animal	Pooled sheep faecal samples collected from floor of farm	2	Sheep	Faeces	RH13	Escherichia	Escherichia fergusonii	NA	2	3	0	4546823	NA	fergusonii	RHB18-C08
ecol	SAMN15147996	SRR12298529	SRR11949030	PacBio	RH12|T1-C02	GCA_014106215.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH12	Escherichia	Escherichia coli	297	2	12	0	5147469	NA	B1	RHB05-C02
cxxx	SAMN15148236	SRR12298845	SRR11949419	Nanopore	RH08|T2-C09	GCA_013836145.1	Animal	Pooled cattle faecal samples collected from floor of farm	2	Cattle	Faeces	RH08	Citrobacter	Citrobacter sp.	NA	0	1	1	4382172	52.7	NA	RHB25-C09
ecol	SAMN15148583	SRR12298867	SRR11949145	PacBio	WTP2|T1-00341	GCA_014101355.1	WTP	Wastewater effluent sample	1	WTP2	Effluent	WTP2	Escherichia	Escherichia coli	2521	0	5	0	4863570	NA	B1	RHBSTW-00341
ecol	SAMN15147989	SRR12299101	SRR11949369	Nanopore	RH13|T1-C11	GCA_014106275.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH13	Escherichia	Escherichia coli	54	2	9	0	5009644	NA	B1	RHB04-C11
ecol	SAMN15148343	SRR12299152	SRR11948936	Nanopore	RH03|T3-C15	GCA_013818065.1	Animal	Pooled pig faecal samples collected from floor of farm	3	Pig	Faeces	RH03	Escherichia	Escherichia coli	2345	3	4	1	4704696	50.9	A	RHB34-C15
ecol	SAMN15148240	SRR12298840	SRR11949414	Nanopore	RH08|T2-C16	GCA_013835585.1	Animal	Pooled cattle faecal samples collected from floor of farm	2	Cattle	Faeces	RH08	Escherichia	Escherichia coli	20	1	2	1	5337298	50.7	B1	RHB25-C16
koxy	SAMN15148609	SRR12298814	SRR11949260	Nanopore	WTP4|T2-00432	GCA_013737895.1	WTP	Freshwater sample from downstream of wastewater treatment work	2	WTP4	Downstream	WTP4	Klebsiella	Klebsiella oxytoca	NA	6	7	1	6268110	55.9	NA	RHBSTW-00432
ecol	SAMN15148406	SRR12298929	SRR11948732	Nanopore	RH09|T3-C23	GCA_013805885.1	Animal	Pooled cattle faecal samples collected from floor of farm	3	Cattle	Faeces	RH09	Escherichia	Escherichia coli	1079	1	2	1	4901068	50.9	B1	RHB39-C23
ecol	SAMN15148026	SRR12299123	SRR11948717	Nanopore	RH07|T1-C12	GCA_013582235.1	Animal	Pooled cattle faecal samples collected from floor of farm	1	Cattle	Faeces	RH07	Escherichia	Escherichia coli	5082	3	5	1	5398908	50.7	B1	RHB07-C12
efer	SAMN15148324	SRR12298624	SRR11949193	Nanopore	RH13|T3-C22	GCA_013819565.1	Animal	Pooled sheep faecal samples collected from floor of farm	3	Sheep	Faeces	RH13	Escherichia	Escherichia fergusonii	NA	2	3	1	4732121	49.9	fergusonii	RHB32-C22
eclo	SAMN15148498	SRR12298412	SRR11948811	PacBio	WTP1|T1-00123	GCA_013708155.1	WTP	Wastewater influent sample	1	WTP1	Influent	WTP1	Enterobacter	Enterobacter cloacae	1168	4	8	1	4944192	55.8	NA	RHBSTW-00123
ecol	SAMN15148321	SRR12298627	SRR11949196	Nanopore	RH13|T3-C18	GCA_013819985.1	Animal	Pooled sheep faecal samples collected from floor of farm	3	Sheep	Faeces	RH13	Escherichia	Escherichia coli	3494	3	4	1	4947025	50.8	B1	RHB32-C18
cfre	SAMN15148587	SRR12298862	SRR11949140	PacBio	WTP2|T1-00349	GCA_014101305.1	WTP	Freshwater sample from downstream of wastewater treatment work	1	WTP2	Downstream	WTP2	Citrobacter	Citrobacter freundii	NA	0	13	0	4944521	NA	NA	RHBSTW-00349
ecol	SAMN15148232	SRR12298849	SRR11948765	Nanopore	RH15|T2-C21	GCA_013837165.1	Animal	Pooled sheep faecal samples collected from floor of farm	2	Sheep	Faeces	RH15	Escherichia	Escherichia coli	1308	1	2	1	5165414	50.8	B1	RHB24-C21
cxxx	SAMN15148675	SRR12298690	SRR11948903	Nanopore	WTP2|T2-00667	GCA_013746155.1	WTP	Wastewater influent sample	2	WTP2	Influent	WTP2	Citrobacter	Citrobacter sp.	NA	3	4	1	5360557	52	NA	RHBSTW-00667
ecol	SAMN15148186	SRR12298471	SRR11948640	Nanopore	RH06|T2-C02	GCA_013889615.1	Animal	Pooled cattle faecal samples collected from floor of farm	2	Cattle	Faeces	RH06	Escherichia	Escherichia coli	8852	2	3	1	5329902	50.7	E	RHB21-C02
ecol	SAMN15148672	SRR12298693	SRR11948906	Nanopore	WTP3|T2-00646	GCA_013783905.1	WTP	Wastewater effluent sample	2	WTP3	Effluent	WTP3	Escherichia	Escherichia coli	73	1	2	1	5251826	50.5	B2	RHBSTW-00646
ecol	SAMN15148297	SRR12298653	SRR11949206	Nanopore	RH02|T3-C19	GCA_013596065.1	Animal	Pooled pig faecal samples collected from floor of farm	3	Pig	Faeces	RH02	Escherichia	Escherichia coli	10	4	6	1	5262934	50.7	A	RHB30-C19
eclo	SAMN15148493	SRR12298418	SRR11949293	Nanopore	WTP5|T1-00114	GCA_013625115.1	WTP	Freshwater sample from downstream of wastewater treatment work	1	WTP5	Downstream	WTP5	Enterobacter	Enterobacter cloacae	168	3	4	1	5000039	55.1	NA	RHBSTW-00114
eclo	SAMN15148683	SRR12298681	SRR11948632	Nanopore	WTP2|T2-00685	GCA_013733565.1	WTP	Wastewater effluent sample	2	WTP2	Effluent	WTP2	Enterobacter	Enterobacter cloacae	286	5	6	1	5230979	54.9	NA	RHBSTW-00685
ecol	SAMN15148422	SRR12298545	SRR11949164	Nanopore	RH01|T3-C05	GCA_013802585.1	Animal	Pooled pig faecal samples collected from floor of farm	3	Pig	Faeces	RH01	Escherichia	Escherichia coli	NA	4	5	1	4586950	51	A	RHB41-C05
ecol	SAMN15147993	SRR12298928	SRR11948731	Nanopore	RH13|T1-C21	GCA_014106255.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH13	Escherichia	Escherichia coli	1640	1	4	0	5045033	NA	E	RHB04-C21
cfre	SAMN15148564	SRR12298912	SRR11949082	PacBio	WTP2|T1-00302	GCA_013743055.1	WTP	Wastewater influent sample	1	WTP2	Influent	WTP2	Citrobacter	Citrobacter freundii	150	6	7	1	5578065	51.9	NA	RHBSTW-00302
ecol	SAMN15147999	SRR12298447	SRR11948792	PacBio	RH12|T1-C10	GCA_014106165.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH12	Escherichia	Escherichia coli	155	5	12	0	4929575	NA	B1	RHB05-C10
ecol	SAMN15147950	SRR12298809	SRR11949407	PacBio	RH11|T1-C06	GCA_014106425.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH11	Escherichia	Escherichia coli	1844	3	12	0	4952073	NA	B1	RHB01-C06
ecol	SAMN15148312	SRR12298637	SRR11948756	Nanopore	RH10|T3-C24	GCA_014104875.1	Animal	Pooled cattle faecal samples collected from floor of farm	3	Cattle	Faeces	RH10	Escherichia	Escherichia coli	164	1	4	0	4911789	NA	B1	RHB31-C24
ecol	SAMN15148452	SRR12298487	SRR11949322	PacBio	WTP4|T1-00014	GCA_013797825.1	WTP	Wastewater influent sample	1	WTP4	Influent	WTP4	Escherichia	Escherichia coli	200	4	5	1	5437419	50.8	B1	RHBSTW-00014
kpne	SAMN15148443	SRR12298498	SRR11949023	PacBio	WTP4|T1-00001	GCA_013708685.1	WTP	Wastewater influent sample	1	WTP4	Influent	WTP4	Klebsiella	Klebsiella pneumoniae	643	2	6	1	5377681	57.5	NA	RHBSTW-00001
efer	SAMN15148383	SRR12299035	SRR11948827	Nanopore	RH04|T3-C01	GCA_013812875.1	Animal	Pooled pig faecal samples collected from floor of farm	3	Pig	Faeces	RH04	Escherichia	Escherichia fergusonii	NA	4	5	1	4849536	50	fergusonii	RHB38-C01
ecol	SAMN15148231	SRR12298850	SRR11948766	Nanopore	RH15|T2-C19	GCA_013837385.1	Animal	Pooled sheep faecal samples collected from floor of farm	2	Sheep	Faeces	RH15	Escherichia	Escherichia coli	2178	3	4	1	5064640	50.8	B1	RHB24-C19
ecol	SAMN15148166	SRR12298517	SRR11948978	Nanopore	RH14|T2-C10	GCA_013892175.1	Animal	Pooled sheep faecal samples collected from floor of farm	2	Sheep	Faeces	RH14	Escherichia	Escherichia coli	1228	6	7	1	5027579	50.7	D	RHB19-C10
cfre	SAMN15148721	SRR12299140	SRR11949264	Nanopore	WTP5|T3-00862	GCA_013604545.1	WTP	Wastewater effluent sample	3	WTP5	Effluent	WTP5	Citrobacter	Citrobacter freundii	150	3	5	1	5376234	51.7	NA	RHBSTW-00862
ecol	SAMN15148346	SRR12299149	SRR11948933	Nanopore	RH03|T3-C21	GCA_013709175.1	Animal	Pooled pig faecal samples collected from floor of farm	3	Pig	Faeces	RH03	Escherichia	Escherichia coli	NA	0	3	1	4676298	50.9	Unknown	RHB34-C21
ecol	SAMN15148617	SRR12298781	SRR11949251	Nanopore	WTP5|T2-00448	GCA_014103515.1	WTP	Wastewater influent sample	2	WTP5	Influent	WTP5	Escherichia	Escherichia coli	636	0	7	0	4741208	NA	B2	RHBSTW-00448
ecol	SAMN15148064	SRR12299077	SRR11948995	Nanopore	RH15|T1-C19	GCA_013899725.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH15	Escherichia	Escherichia coli	1665	3	4	1	5277919	50.7	B1	RHB10-C19
cfre	SAMN15148289	SRR12298662	SRR11949033	Nanopore	RH02|T3-C04	GCA_013826265.1	Animal	Pooled pig faecal samples collected from floor of farm	3	Pig	Faeces	RH02	Citrobacter	Citrobacter freundii	328	3	4	1	5133131	51.9	NA	RHB30-C04
koxy	SAMN15148527	SRR12298380	SRR11949175	PacBio	WTP1|T1-00178	GCA_014103895.1	WTP	Freshwater sample from upstream of wastewater treatment work	1	WTP1	Upstream	WTP1	Klebsiella	Klebsiella oxytoca	176	2	4	0	6132301	NA	NA	RHBSTW-00178
efer	SAMN15148429	SRR12298537	SRR11949156	Nanopore	RH01|T3-C20	GCA_013801425.1	Animal	Pooled pig faecal samples collected from floor of farm	3	Pig	Faeces	RH01	Escherichia	Escherichia fergusonii	NA	5	6	1	4909259	49.9	fergusonii	RHB41-C20
eclo	SAMN15148580	SRR12298870	SRR11949148	Nanopore	WTP2|T1-00333	GCA_013738375.1	WTP	Wastewater effluent sample	1	WTP2	Effluent	WTP2	Enterobacter	Enterobacter cloacae	286	7	8	1	5215023	55.1	NA	RHBSTW-00333
ecol	SAMN15148115	SRR12298598	SRR11948655	Nanopore	RH04|T1-C22	GCA_013898935.1	Animal	Pooled pig faecal samples collected from floor of farm	1	Pig	Faeces	RH04	Escherichia	Escherichia coli	410	5	6	1	5368902	50.6	C	RHB14-C22
ecol	SAMN15148251	SRR12298803	SRR11949059	Nanopore	RH09|T2-C20	GCA_013833585.1	Animal	Pooled cattle faecal samples collected from floor of farm	2	Cattle	Faeces	RH09	Escherichia	Escherichia coli	58	2	3	1	5168690	50.7	B1	RHB26-C20
cfre	SAMN15148477	SRR12298435	SRR11948780	PacBio	WTP5|T1-00084	GCA_013590555.1	WTP	Wastewater effluent sample	1	WTP5	Effluent	WTP5	Citrobacter	Citrobacter freundii	150	3	5	1	5421619	51.7	NA	RHBSTW-00084
eclo	SAMN15148546	SRR12298360	SRR11948887	Nanopore	WTP3|T1-00217	GCA_013743755.1	WTP	Wastewater influent sample	1	WTP3	Influent	WTP3	Enterobacter	Enterobacter cloacae	108	3	4	1	4808935	55.6	NA	RHBSTW-00217
efer	SAMN15148055	SRR12299087	SRR11948839	PacBio	RH15|T1-C04	GCA_013899845.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH15	Escherichia	Escherichia fergusonii	NA	3	4	1	4718187	50	fergusonii	RHB10-C04
cfre	SAMN15148556	SRR12298921	SRR11949091	Nanopore	WTP3|T1-00267	GCA_013786205.1	WTP	Freshwater sample from downstream of wastewater treatment work	1	WTP3	Downstream	WTP3	Citrobacter	Citrobacter freundii	NA	2	3	1	5222519	52.6	NA	RHBSTW-00267
ecol	SAMN15147985	SRR12298621	SRR11949190	PacBio	RH13|T1-C05	GCA_014794165.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH13	Escherichia	Escherichia coli	8501	1	2	1	5073594	50.8	B1	RHB04-C05
kpne	SAMN15148602	SRR12298822	SRR11948674	Nanopore	WTP4|T2-00405	GCA_013706045.1	WTP	Freshwater sample from upstream of wastewater treatment work	2	WTP4	Upstream	WTP4	Klebsiella	Klebsiella pneumoniae	3705	6	25	1	5871321	57.4	NA	RHBSTW-00405
ecol	SAMN15148265	SRR12298761	SRR11949402	Nanopore	RH04|T2-C22	GCA_013830785.1	Animal	Pooled pig faecal samples collected from floor of farm	2	Pig	Faeces	RH04	Escherichia	Escherichia coli	117	5	6	1	5754742	50.7	G	RHB27-C22
eclo	SAMN15148625	SRR12298773	SRR11948713	Nanopore	WTP5|T2-00473	GCA_013736615.1	WTP	Wastewater effluent sample	2	WTP5	Effluent	WTP5	Enterobacter	Enterobacter cloacae	41	6	7	1	5052372	55.8	NA	RHBSTW-00473
ecol	SAMN15148210	SRR12298897	SRR11949223	Nanopore	RH12|T2-C03	GCA_013885915.1	Animal	Pooled sheep faecal samples collected from floor of farm	2	Sheep	Faeces	RH12	Escherichia	Escherichia coli	NA	1	2	1	4867116	50.8	B2	RHB23-C03
ecol	SAMN15148365	SRR12299103	SRR11949371	Nanopore	RH07|T3-C09	GCA_014104635.1	Animal	Pooled cattle faecal samples collected from floor of farm	3	Cattle	Faeces	RH07	Escherichia	Escherichia coli	388	0	6	0	4820001	NA	B1	RHB36-C09
koxy	SAMN15148673	SRR12298692	SRR11948905	Nanopore	WTP3|T2-00651	GCA_013733775.1	WTP	Wastewater effluent sample	2	WTP3	Effluent	WTP3	Klebsiella	Klebsiella oxytoca	186	7	8	1	5996058	56	NA	RHBSTW-00651
ecol	SAMN15148275	SRR12298750	SRR11949391	Nanopore	RH11|T3-C04	GCA_014104925.1	Animal	Pooled sheep faecal samples collected from floor of farm	3	Sheep	Faeces	RH11	Escherichia	Escherichia coli	NA	1	13	0	5234911	NA	B2	RHB29-C04
ecol	SAMN15148000	SRR12298436	SRR11948781	PacBio	RH12|T1-C11	GCA_014106155.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH12	Escherichia	Escherichia coli	155	5	19	0	4929239	NA	B1	RHB05-C11
cxxx	SAMN15148773	SRR12298986	SRR11949440	Nanopore	WTP2|T3-01065	GCA_014101165.1	WTP	Wastewater effluent sample	3	WTP2	Effluent	WTP2	Citrobacter	Citrobacter sp.	NA	1	106	0	8833307	NA	NA	RHBSTW-01065
cfre	SAMN15148082	SRR12299009	SRR11948857	PacBio	RH09|T1-C12	GCA_013899405.1	Animal	Pooled cattle faecal samples collected from floor of farm	1	Cattle	Faeces	RH09	Citrobacter	Citrobacter freundii	NA	0	1	1	4889917	52	NA	RHB12-C12
ecol	SAMN15148338	SRR12299157	SRR11949113	Nanopore	RH03|T3-C05	GCA_013823125.1	Animal	Pooled pig faecal samples collected from floor of farm	3	Pig	Faeces	RH03	Escherichia	Escherichia coli	1485	1	2	1	5130151	50.5	F	RHB34-C05
cfre	SAMN15148584	SRR12298866	SRR11949144	PacBio	WTP2|T1-00342	GCA_013751895.1	WTP	Freshwater sample from upstream of wastewater treatment work	1	WTP2	Upstream	WTP2	Citrobacter	Citrobacter freundii	11	1	2	1	5108211	51.9	NA	RHBSTW-00342
ecol	SAMN15148284	SRR12298740	SRR11949039	Nanopore	RH11|T3-C22	GCA_013827205.1	Animal	Pooled sheep faecal samples collected from floor of farm	3	Sheep	Faeces	RH11	Escherichia	Escherichia coli	5966	3	4	1	4977160	50.8	B2	RHB29-C22
koxy	SAMN15148174	SRR12298508	SRR11948969	Nanopore	RH10|T2-C02	GCA_013636415.1	Animal	Pooled cattle faecal samples collected from floor of farm	2	Cattle	Faeces	RH10	Klebsiella	Klebsiella oxytoca	NA	1	2	1	6236062	55.8	NA	RHB20-C02
ecol	SAMN15148087	SRR12299003	SRR11948851	PacBio	RH09|T1-C21	GCA_013899285.1	Animal	Pooled cattle faecal samples collected from floor of farm	1	Cattle	Faeces	RH09	Escherichia	Escherichia coli	1152	1	2	1	4908050	50.6	E	RHB12-C21
cfre	SAMN15148080	SRR12299011	SRR11948859	PacBio	RH09|T1-C05	GCA_013899425.1	Animal	Pooled cattle faecal samples collected from floor of farm	1	Cattle	Faeces	RH09	Citrobacter	Citrobacter freundii	NA	0	1	1	4904767	51.8	NA	RHB12-C05
ecol	SAMN15147949	SRR12298563	SRR11949326	PacBio	RH11|T1-C05	GCA_014106415.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH11	Escherichia	Escherichia coli	446	2	21	0	5287839	NA	B1	RHB01-C05
ecol	SAMN15148238	SRR12298842	SRR11949416	Nanopore	RH08|T2-C12	GCA_013835945.1	Animal	Pooled cattle faecal samples collected from floor of farm	2	Cattle	Faeces	RH08	Escherichia	Escherichia coli	4624	1	2	1	5010730	50.6	D	RHB25-C12
ecol	SAMN15148012	SRR12298828	SRR11948680	Nanopore	RH14|T1-C07	GCA_013900345.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH14	Escherichia	Escherichia coli	6106	0	1	1	5303471	50.5	D	RHB06-C07
ecol	SAMN15148126	SRR12298586	SRR11949073	Nanopore	RH11|T2-C22	GCA_013897915.1	Animal	Pooled sheep faecal samples collected from floor of farm	2	Sheep	Faeces	RH11	Escherichia	Escherichia coli	69	4	5	1	5155110	50.7	D	RHB15-C22
ecol	SAMN15148389	SRR12299028	SRR11948820	Nanopore	RH04|T3-C15	GCA_013812575.1	Animal	Pooled pig faecal samples collected from floor of farm	3	Pig	Faeces	RH04	Escherichia	Escherichia coli	4247	2	3	1	5261786	50.5	E	RHB38-C15
efer	SAMN15148374	SRR12299045	SRR11949361	Nanopore	RH15|T3-C04	GCA_014104625.1	Animal	Pooled sheep faecal samples collected from floor of farm	3	Sheep	Faeces	RH15	Escherichia	Escherichia fergusonii	NA	4	68	0	4661427	NA	fergusonii	RHB37-C04
ecol	SAMN15148294	SRR12298657	SRR11949210	Nanopore	RH02|T3-C10	GCA_013825245.1	Animal	Pooled pig faecal samples collected from floor of farm	3	Pig	Faeces	RH02	Escherichia	Escherichia coli	953	8	9	1	5604443	50.7	A	RHB30-C10
eclo	SAMN15148645	SRR12298724	SRR11948921	Nanopore	WTP1|T2-00516	GCA_013784425.1	WTP	Wastewater influent sample	2	WTP1	Influent	WTP1	Enterobacter	Enterobacter cloacae	NA	0	1	1	4626378	55.8	NA	RHBSTW-00516
ecol	SAMN15148519	SRR12298389	SRR11948798	PacBio	WTP1|T1-00156	GCA_014103905.1	WTP	Wastewater effluent sample	1	WTP1	Effluent	WTP1	Escherichia	Escherichia coli	12	1	19	0	5231884	NA	B2	RHBSTW-00156
ecol	SAMN15148065	SRR12299076	SRR11948994	PacBio	RH15|T1-C20	GCA_013899705.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH15	Escherichia	Escherichia coli	58	0	1	1	5037985	50.7	B1	RHB10-C20
ecol	SAMN15148004	SRR12298392	SRR11948941	Nanopore	RH12|T1-C21	GCA_014106055.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH12	Escherichia	Escherichia coli	155	5	15	0	4938306	NA	B1	RHB05-C21
cfre	SAMN15148130	SRR12298581	SRR11949068	Nanopore	RH02|T2-C02	GCA_013710495.1	Animal	Pooled pig faecal samples collected from floor of farm	2	Pig	Faeces	RH02	Citrobacter	Citrobacter freundii	NA	3	13	1	5228815	51.9	NA	RHB16-C02
ecol	SAMN15148113	SRR12298600	SRR11948657	Nanopore	RH04|T1-C20	GCA_013898955.1	Animal	Pooled pig faecal samples collected from floor of farm	1	Pig	Faeces	RH04	Escherichia	Escherichia coli	NA	3	4	1	4691248	50.7	cladeIII	RHB14-C20
ecol	SAMN15148227	SRR12298854	SRR11948770	Nanopore	RH15|T2-C10	GCA_013837755.1	Animal	Pooled sheep faecal samples collected from floor of farm	2	Sheep	Faeces	RH15	Escherichia	Escherichia coli	1800	6	7	1	5074245	50.8	B1	RHB24-C10
eclo	SAMN15148671	SRR12298694	SRR11948907	Nanopore	WTP3|T2-00642	GCA_013734275.1	WTP	Wastewater effluent sample	2	WTP3	Effluent	WTP3	Enterobacter	Enterobacter cloacae	286	5	6	1	5222466	55	NA	RHBSTW-00642
cfre	SAMN15148221	SRR12298861	SRR11948777	Nanopore	RH15|T2-C03	GCA_013883595.1	Animal	Pooled sheep faecal samples collected from floor of farm	2	Sheep	Faeces	RH15	Citrobacter	Citrobacter freundii	NA	0	1	1	4692130	52.7	NA	RHB24-C03
eclo	SAMN15148473	SRR12298440	SRR11948785	PacBio	WTP5|T1-00074	GCA_014104215.1	WTP	Wastewater influent sample	1	WTP5	Influent	WTP5	Enterobacter	Enterobacter cloacae	277	6	25	0	5584650	NA	NA	RHBSTW-00074
cfre	SAMN15148581	SRR12298869	SRR11949147	Nanopore	WTP2|T1-00334	GCA_013786025.1	WTP	Wastewater effluent sample	1	WTP2	Effluent	WTP2	Citrobacter	Citrobacter freundii	NA	0	1	1	4783420	52.5	NA	RHBSTW-00334
eclo	SAMN15148692	SRR12298671	SRR11949450	Nanopore	WTP4|T3-00763	GCA_014103335.1	WTP	Wastewater effluent sample	3	WTP4	Effluent	WTP4	Enterobacter	Enterobacter cloacae	664	1	118	0	5099490	NA	NA	RHBSTW-00763
cfre	SAMN15148506	SRR12298404	SRR11948803	Nanopore	WTP1|T1-00135	GCA_013791065.1	WTP	Wastewater influent sample	1	WTP1	Influent	WTP1	Citrobacter	Citrobacter freundii	396	2	3	1	5533336	51.8	NA	RHBSTW-00135
eclo	SAMN15148712	SRR12299174	SRR11949274	Nanopore	WTP5|T3-00844	GCA_013731155.1	WTP	Wastewater influent sample	3	WTP5	Influent	WTP5	Enterobacter	Enterobacter cloacae	108	3	4	1	4888880	55.6	NA	RHBSTW-00844
ecol	SAMN15147964	SRR12298596	SRR11948653	PacBio	RH02|T1-C09	GCA_014109085.1	Animal	Pooled pig faecal samples collected from floor of farm	1	Pig	Faeces	RH02	Escherichia	Escherichia coli	10	1	2	1	4953763	50.7	A	RHB02-C09
ecol	SAMN15148161	SRR12298522	SRR11949277	Nanopore	RH13|T2-C23	GCA_013892635.1	Animal	Pooled sheep faecal samples collected from floor of farm	2	Sheep	Faeces	RH13	Escherichia	Escherichia coli	906	4	5	1	5028356	50.8	B1	RHB18-C23
ecol	SAMN15148344	SRR12299151	SRR11948935	Nanopore	RH03|T3-C16	GCA_013817865.1	Animal	Pooled pig faecal samples collected from floor of farm	3	Pig	Faeces	RH03	Escherichia	Escherichia coli	1621	0	1	1	4935063	50.4	E	RHB34-C16
ecol	SAMN15148170	SRR12298512	SRR11948973	Nanopore	RH14|T2-C20	GCA_014105205.1	Animal	Pooled sheep faecal samples collected from floor of farm	2	Sheep	Faeces	RH14	Escherichia	Escherichia coli	NA	3	7	0	4781179	NA	A	RHB19-C20
